,rank,rankOldAndNew,movieCd,movieNm,salesAmt,audiCnt,scrnCnt,showCnt,targetDate
2255,6,OLD,20178641,빅풋 주니어,138671500,21020,392,601,20170814
2256,7,OLD,20164621,덩케르크,171920900,16150,113,217,20170814
2257,8,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,86395100,13039,322,447,20170814
2258,9,OLD,20170124,명탐정 코난:진홍의 연가,53776300,7659,168,209,20170814
2259,10,OLD,20178762,파리로 가는 길,34366600,4604,59,112,20170814
2260,1,OLD,20162869,택시운전사,4705320750,577296,1040,4635,20170815
2261,2,OLD,20179901,혹성탈출: 종의 전쟁,4728549700,568300,1017,4683,20170815
2262,3,OLD,20162442,청년경찰,3358409900,415335,881,3938,20170815
2263,4,OLD,20161081,애나벨 : 인형의 주인,1706989600,208675,742,2623,20170815
2264,5,OLD,20173403,슈퍼배드 3,484343100,65587,431,715,20170815
2265,6,OLD,20178641,빅풋 주니어,252777700,34947,325,434,20170815
2266,7,OLD,20179226,드래곤 스펠: 마법 꽃의 비밀,183387600,24018,164,309,20170815
2267,8,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,162315800,22670,237,301,20170815
2268,9,OLD,20161481,군함도,147073500,18748,255,341,20170815
2269,10,OLD,20170124,명탐정 코난:진홍의 연가,70093100,9392,112,133,20170815
2270,1,OLD,20162869,택시운전사,1494801400,204856,986,4471,20170816
2271,2,OLD,20162442,청년경찰,1291740500,174950,823,3850,20170816
2272,3,OLD,20179901,혹성탈출: 종의 전쟁,1221553900,159615,949,4512,20170816
2273,4,OLD,20161081,애나벨 : 인형의 주인,688041900,90651,672,2451,20170816
2274,5,OLD,20173403,슈퍼배드 3,119794200,18071,398,624,20170816
2275,6,OLD,20178641,빅풋 주니어,67515400,10541,272,351,20170816
2276,7,OLD,20161481,군함도,71443800,10301,258,368,20170816
2277,8,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,36758200,5637,217,263,20170816
2278,9,OLD,20179226,드래곤 스펠: 마법 꽃의 비밀,33629900,5056,154,264,20170816
2279,10,OLD,20178762,파리로 가는 길,21908800,3087,56,106,20170816
2280,1,OLD,20162869,택시운전사,1278614700,174377,934,3914,20170817
2281,2,OLD,20162442,청년경찰,1087120600,147050,752,3371,20170817
2282,3,OLD,20179901,혹성탈출: 종의 전쟁,946566900,123106,884,4058,20170817
2283,4,OLD,20151003,장산범,918972900,121834,621,2755,20170817
2284,5,OLD,20161081,애나벨 : 인형의 주인,440219900,57319,546,1844,20170817
2285,6,OLD,20173403,슈퍼배드 3,109491900,17107,346,467,20170817
2286,7,OLD,20178641,빅풋 주니어,66935100,10531,203,240,20170817
2287,8,OLD,20179187,공범자들,73205900,9721,186,341,20170817
2288,9,OLD,20161481,군함도,51971300,7677,192,233,20170817
2289,10,OLD,20179226,드래곤 스펠: 마법 꽃의 비밀,37489600,5669,134,215,20170817
2290,1,OLD,20162869,택시운전사,1541913303,188683,956,4071,20170818
2291,2,OLD,20162442,청년경찰,1378896447,168999,813,3515,20170818
2292,3,OLD,20179901,혹성탈출: 종의 전쟁,1191903253,139589,896,3942,20170818
2293,4,OLD,20151003,장산범,1025701874,125554,655,2771,20170818
2294,5,OLD,20161081,애나벨 : 인형의 주인,545248026,64836,525,1808,20170818
2295,6,OLD,20173403,슈퍼배드 3,118606800,17362,357,485,20170818
2296,7,OLD,20179187,공범자들,90968600,10951,208,364,20170818
2297,8,OLD,20178641,빅풋 주니어,68253900,9967,211,252,20170818
2298,9,OLD,20161481,군함도,46838800,6143,187,225,20170818
2299,10,OLD,20179226,드래곤 스펠: 마법 꽃의 비밀,36602400,5072,143,220,20170818
2300,1,OLD,20162869,택시운전사,3081226450,371597,1033,4405,20170819
2301,2,OLD,20162442,청년경찰,2851665100,349115,918,4065,20170819
2302,3,OLD,20179901,혹성탈출: 종의 전쟁,2421038450,283205,835,3597,20170819
2303,4,OLD,20151003,장산범,1650315860,202956,711,2731,20170819
2304,5,OLD,20161081,애나벨 : 인형의 주인,876286840,106304,549,1663,20170819
2305,6,OLD,20173403,슈퍼배드 3,237323200,31759,376,579,20170819
2306,7,OLD,20179187,공범자들,155114000,18557,202,349,20170819
2307,8,OLD,20178641,빅풋 주니어,131754200,17930,256,345,20170819
2308,9,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,64555100,8785,169,205,20170819
2309,10,OLD,20179226,드래곤 스펠: 마법 꽃의 비밀,61990000,8116,149,223,20170819
2310,1,OLD,20162869,택시운전사,3233184800,389631,1022,4311,20170820
2311,2,OLD,20162442,청년경찰,2718529100,330638,918,4072,20170820
2312,3,OLD,20179901,혹성탈출: 종의 전쟁,2212571700,260675,833,3463,20170820
2313,4,OLD,20151003,장산범,1511647500,183311,703,2700,20170820
2314,5,OLD,20161081,애나벨 : 인형의 주인,676892600,80878,539,1618,20170820
2315,6,OLD,20173403,슈퍼배드 3,254631900,33539,370,570,20170820
2316,7,OLD,20178641,빅풋 주니어,148202000,19631,258,347,20170820
2317,8,OLD,20179187,공범자들,156625100,18891,203,366,20170820
2318,9,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,73475100,9876,169,200,20170820
2319,10,OLD,20179226,드래곤 스펠: 마법 꽃의 비밀,67977700,8592,145,220,20170820
2320,1,OLD,20162869,택시운전사,1101831000,149816,933,4049,20170821
2321,2,OLD,20162442,청년경찰,901710500,120575,798,3801,20170821
2322,3,OLD,20151003,장산범,603773800,79511,626,2689,20170821
2323,4,OLD,20179901,혹성탈출: 종의 전쟁,552618000,71141,755,3282,20170821
2324,5,OLD,20161081,애나벨 : 인형의 주인,236309300,30339,478,1502,20170821
2325,6,OLD,20179187,공범자들,72962500,9858,210,425,20170821
2326,7,OLD,20173403,슈퍼배드 3,58266500,8570,298,426,20170821
2327,8,OLD,20178641,빅풋 주니어,40233500,6103,205,253,20170821
2328,9,OLD,20161481,군함도,37418600,5576,174,244,20170821
2329,10,OLD,20178762,파리로 가는 길,20078700,2769,52,100,20170821
2330,1,OLD,20162869,택시운전사,964359600,132430,954,4020,20170822
2331,2,OLD,20162442,청년경찰,842227300,113654,817,3824,20170822
2332,3,OLD,20151003,장산범,527579800,69637,648,2679,20170822
2333,4,OLD,20179901,혹성탈출: 종의 전쟁,470706200,61048,764,3209,20170822
2334,5,OLD,20161081,애나벨 : 인형의 주인,200021900,25768,483,1459,20170822
2335,6,OLD,20179187,공범자들,68652800,9347,212,432,20170822
2336,7,OLD,20173403,슈퍼배드 3,60340100,9111,308,424,20170822
2337,8,OLD,20178641,빅풋 주니어,46781700,7293,204,243,20170822
2338,9,OLD,20161481,군함도,38597900,6131,190,248,20170822
2339,10,OLD,20164174,브이아이피,48608500,4841,28,28,20170822
2340,1,OLD,20164174,브이아이피,1323933200,174011,851,3587,20170823
2341,2,OLD,20162869,택시운전사,765510500,105168,833,2975,20170823
2342,3,OLD,20162442,청년경찰,654954900,88872,747,2939,20170823
2343,4,OLD,20151003,장산범,365480900,48838,607,1733,20170823
2344,5,OLD,20179901,혹성탈출: 종의 전쟁,280362800,36577,553,1707,20170823
2345,6,OLD,20170022,다크타워: 희망의 탑,107372200,14517,497,1549,20170823
2346,7,OLD,20161081,애나벨 : 인형의 주인,113570100,14462,316,670,20170823
2347,8,OLD,20179187,공범자들,81430400,10973,228,437,20170823
2348,9,OLD,20173403,슈퍼배드 3,32507900,4930,218,261,20170823
2349,10,OLD,20178641,빅풋 주니어,29555900,4739,156,179,20170823
2350,1,OLD,20164174,브이아이피,1208458900,160139,897,3857,20170824
2351,2,OLD,20162869,택시운전사,733076500,100785,802,3039,20170824
2352,3,OLD,20162442,청년경찰,655790200,89912,717,3044,20170824
2353,4,OLD,20151003,장산범,295593200,38798,534,1579,20170824
2354,5,OLD,20179901,혹성탈출: 종의 전쟁,264016900,34575,526,1609,20170824
2355,6,OLD,20170022,다크타워: 희망의 탑,95385500,12939,448,1403,20170824
2356,7,OLD,20161081,애나벨 : 인형의 주인,85459000,10793,246,523,20170824
2357,8,OLD,20179187,공범자들,67987200,9222,219,424,20170824
2358,9,OLD,20165001,더 테이블,49741400,6504,266,555,20170824
2359,10,OLD,20173403,슈퍼배드 3,24360500,3772,154,176,20170824
2360,1,OLD,20164174,브이아이피,1234317352,146348,958,4095,20170825
2361,2,OLD,20162869,택시운전사,892566300,110401,831,3141,20170825
2362,3,OLD,20162442,청년경찰,871059574,107490,742,3178,20170825
2363,4,OLD,20151003,장산범,436418174,53457,555,1647,20170825
2364,5,OLD,20179901,혹성탈출: 종의 전쟁,338149326,40216,518,1576,20170825
2365,6,OLD,20170022,다크타워: 희망의 탑,139298548,16963,462,1325,20170825
2366,7,OLD,20161081,애나벨 : 인형의 주인,127531600,14838,253,517,20170825
2367,8,OLD,20179187,공범자들,83182200,9955,236,449,20170825
2368,9,OLD,20165001,더 테이블,57811200,6831,259,514,20170825
2369,10,OLD,20170389,극장판 위 베어 베어스: 곰 브라더스,20829500,2981,237,289,20170825
2370,1,OLD,20164174,브이아이피,2087752273,244541,996,4451,20170826
2371,2,OLD,20162869,택시운전사,1809785500,218682,861,3375,20170826
2372,3,OLD,20162442,청년경찰,1794548601,218153,779,3361,20170826
2373,4,OLD,20151003,장산범,821453551,102702,592,1723,20170826
2374,5,OLD,20179901,혹성탈출: 종의 전쟁,718172949,85862,525,1480,20170826
2375,6,OLD,20161081,애나벨 : 인형의 주인,225601800,27008,265,546,20170826
2376,7,OLD,20170022,다크타워: 희망의 탑,154917327,18812,448,947,20170826
2377,8,OLD,20179187,공범자들,148409500,17546,243,444,20170826
2378,9,OLD,20173403,슈퍼배드 3,100601900,13178,222,295,20170826
2379,10,OLD,20178641,빅풋 주니어,72194600,9690,193,249,20170826
2380,1,OLD,20164174,브이아이피,1781808200,207804,951,4217,20170827
2381,2,OLD,20162869,택시운전사,1639910700,198166,861,3326,20170827
2382,3,OLD,20162442,청년경찰,1555737400,189064,771,3350,20170827
2383,4,OLD,20151003,장산범,690619900,84980,617,1730,20170827
2384,5,OLD,20179901,혹성탈출: 종의 전쟁,640826200,76457,507,1436,20170827
2385,6,OLD,20161081,애나벨 : 인형의 주인,179171400,21123,260,545,20170827
2386,7,OLD,20170022,다크타워: 희망의 탑,136942300,16657,446,905,20170827
2387,8,OLD,20179187,공범자들,136129400,16477,246,444,20170827
2388,9,OLD,20173403,슈퍼배드 3,107800800,13924,224,308,20170827
2389,10,OLD,20178641,빅풋 주니어,76616800,10209,197,253,20170827
2390,1,OLD,20164174,브이아이피,585721500,77647,890,3966,20170828
2391,2,OLD,20162869,택시운전사,474055200,65223,827,3150,20170828
2392,3,OLD,20162442,청년경찰,460324200,61716,716,3133,20170828
2393,4,OLD,20151003,장산범,212722200,27765,548,1686,20170828
2394,5,OLD,20179901,혹성탈출: 종의 전쟁,163737200,21369,487,1430,20170828
2395,6,OLD,20161081,애나벨 : 인형의 주인,59212300,7541,248,507,20170828
2396,7,OLD,20179187,공범자들,53058600,7218,237,468,20170828
2397,8,OLD,20170022,다크타워: 희망의 탑,52026500,7085,411,974,20170828
2398,9,OLD,20165001,더 테이블,47862500,6248,259,483,20170828
2399,10,NEW,20179407,로마의 휴일,21104000,2638,8,8,20170828
2400,1,OLD,20164174,브이아이피,506939700,68261,896,3942,20170829
2401,2,OLD,20162869,택시운전사,459346200,64626,863,3171,20170829
2402,3,OLD,20162442,청년경찰,454162300,61798,733,3131,20170829
2403,4,OLD,20151003,장산범,189733000,24918,559,1664,20170829
2404,5,OLD,20179901,혹성탈출: 종의 전쟁,153309500,20027,489,1423,20170829
2405,6,OLD,20179187,공범자들,58810700,8090,245,472,20170829
2406,7,OLD,20165001,더 테이블,59456100,7921,272,501,20170829
2407,8,OLD,20161081,애나벨 : 인형의 주인,52908200,6727,253,507,20170829
2408,9,OLD,20170022,다크타워: 희망의 탑,47108900,6370,384,905,20170829
2409,10,OLD,20179407,로마의 휴일,25945000,3263,12,12,20170829
2410,1,NEW,20171962,킬러의 보디가드,749584000,123601,380,1739,20170830
2411,2,OLD,20162442,청년경찰,507722900,87406,627,2214,20170830
2412,3,OLD,20162869,택시운전사,457704500,79377,630,2130,20170830
2413,4,OLD,20158047,발레리안: 천 개 행성의 도시,422633400,70846,614,2317,20170830
2414,5,OLD,20164174,브이아이피,368763400,63110,601,2054,20170830
2415,6,OLD,20179491,아토믹 블론드,163448800,27662,471,1857,20170830
2416,7,OLD,20151003,장산범,146341900,25062,337,790,20170830
2417,8,OLD,20179407,로마의 휴일,143614500,24402,416,1792,20170830
2418,9,OLD,20179901,혹성탈출: 종의 전쟁,65962500,10861,242,413,20170830
2419,10,OLD,20179187,공범자들,45670100,7353,171,299,20170830
2420,1,OLD,20171962,킬러의 보디가드,642292600,81197,358,1756,20170831
2421,2,OLD,20162869,택시운전사,335370500,47308,615,2131,20170831
2422,3,OLD,20162442,청년경찰,334179600,46169,575,2142,20170831
2423,4,OLD,20158047,발레리안: 천 개 행성의 도시,306544000,40080,593,2364,20170831
2424,5,OLD,20164174,브이아이피,224512300,30612,576,1972,20170831
2425,6,OLD,20179491,아토믹 블론드,123091300,17058,448,1809,20170831
2426,7,OLD,20179407,로마의 휴일,101592800,14432,399,1732,20170831
2427,8,OLD,20151003,장산범,87195200,11552,323,751,20170831
2428,9,OLD,20179187,공범자들,43718600,5991,179,297,20170831
2429,10,OLD,20179901,혹성탈출: 종의 전쟁,40112000,5613,204,372,20170831
2430,1,OLD,20171962,킬러의 보디가드,1020255300,116881,401,1974,20170901
2431,2,OLD,20162442,청년경찰,465721800,56997,640,2383,20170901
2432,3,OLD,20162869,택시운전사,393791700,48618,625,2219,20170901
2433,4,OLD,20158047,발레리안: 천 개 행성의 도시,403912241,46692,583,2349,20170901
2434,5,OLD,20164174,브이아이피,278548382,33664,582,2024,20170901
2435,6,OLD,20179491,아토믹 블론드,151734559,18384,441,1718,20170901
2436,7,OLD,20151003,장산범,131723118,15711,341,823,20170901
2437,8,OLD,20179407,로마의 휴일,115094382,14784,403,1594,20170901
2438,9,OLD,20179901,혹성탈출: 종의 전쟁,54176900,6537,202,369,20170901
2439,10,OLD,20179187,공범자들,50200500,6108,176,317,20170901
2440,1,OLD,20171962,킬러의 보디가드,1975734600,227264,462,2364,20170902
2441,2,OLD,20162442,청년경찰,1014777100,121617,681,2726,20170902
2442,3,OLD,20158047,발레리안: 천 개 행성의 도시,931941067,108271,629,2453,20170902
2443,4,OLD,20162869,택시운전사,827171300,98741,683,2475,20170902
2444,5,OLD,20164174,브이아이피,467332794,55358,581,1943,20170902
2445,6,OLD,20151003,장산범,278999206,33804,379,918,20170902
2446,7,OLD,20179491,아토믹 블론드,214988333,25640,460,1377,20170902
2447,8,OLD,20179407,로마의 휴일,192370194,23751,436,1314,20170902
2448,9,OLD,20179901,혹성탈출: 종의 전쟁,113718000,13597,210,360,20170902
2449,10,OLD,20179187,공범자들,97089000,11726,180,318,20170902
2450,1,OLD,20171962,킬러의 보디가드,1848465100,211918,482,2375,20170903
2451,2,OLD,20162442,청년경찰,895449800,107474,686,2685,20170903
2452,3,OLD,20158047,발레리안: 천 개 행성의 도시,803811600,94528,622,2385,20170903
2453,4,OLD,20162869,택시운전사,759307500,90659,671,2397,20170903
2454,5,OLD,20164174,브이아이피,393193500,46508,558,1865,20170903
2455,6,OLD,20151003,장산범,216309200,26107,368,872,20170903
2456,7,OLD,20179407,로마의 휴일,188272700,23080,431,1264,20170903
2457,8,OLD,20179491,아토믹 블론드,191408800,22783,450,1317,20170903
2458,9,OLD,20179901,혹성탈출: 종의 전쟁,102194900,12154,212,351,20170903
2459,10,OLD,20179187,공범자들,88021700,10765,183,327,20170903
2460,1,OLD,20171962,킬러의 보디가드,569316600,71847,415,2142,20170904
2461,2,OLD,20162442,청년경찰,233955600,31458,638,2481,20170904
2462,3,OLD,20162869,택시운전사,212759100,29312,646,2247,20170904
2463,4,OLD,20158047,발레리안: 천 개 행성의 도시,179284200,23001,559,2215,20170904
2464,5,OLD,20164174,브이아이피,125113900,16969,545,1789,20170904
2465,6,OLD,20179491,아토믹 블론드,85325600,11573,421,1366,20170904
2466,7,OLD,20179407,로마의 휴일,57529900,8052,388,1205,20170904
2467,8,OLD,20151003,장산범,53023400,6922,311,757,20170904
2468,9,OLD,20179187,공범자들,32260800,4490,185,331,20170904
2469,10,OLD,20179901,혹성탈출: 종의 전쟁,23751500,3185,189,339,20170904
2470,1,OLD,20171962,킬러의 보디가드,488075300,61543,424,2146,20170905
2471,2,OLD,20162442,청년경찰,217721700,29679,633,2445,20170905
2472,3,OLD,20162869,택시운전사,195529500,27143,638,2212,20170905
2473,4,OLD,20158047,발레리안: 천 개 행성의 도시,162187700,20730,570,2176,20170905
2474,5,OLD,20164174,브이아이피,106031700,14494,542,1756,20170905
2475,6,OLD,20179491,아토믹 블론드,82406700,11258,419,1329,20170905
2476,7,OLD,20179407,로마의 휴일,50148100,7032,386,1148,20170905
2477,8,OLD,20151003,장산범,46714500,6121,314,748,20170905
2478,9,OLD,20179187,공범자들,33469400,4734,195,335,20170905
2479,10,OLD,20166132,김광석,21941000,2999,214,325,20170905
2480,1,OLD,20154909,살인자의 기억법,1070193300,143580,884,4340,20170906
2481,2,OLD,20179696,그것,607948000,76925,752,3191,20170906
2482,3,OLD,20171962,킬러의 보디가드,375775800,47739,320,1552,20170906
2483,4,OLD,20162869,택시운전사,156805700,22063,514,1501,20170906
2484,5,OLD,20162442,청년경찰,153535700,21507,509,1701,20170906
2485,6,OLD,20158047,발레리안: 천 개 행성의 도시,77347300,10640,419,1044,20170906
2486,7,NEW,20174142,아이 캔 스피크,61048000,7414,28,32,20170906
2487,8,OLD,20170268,매혹당한 사람들,39982500,5619,384,838,20170906
2488,9,OLD,20179187,공범자들,28705400,3955,173,301,20170906
2489,10,OLD,20164174,브이아이피,27368800,3849,289,538,20170906
2490,1,OLD,20154909,살인자의 기억법,1073134200,143225,942,4421,20170907
2491,2,OLD,20179696,그것,600238800,75819,785,3174,20170907
2492,3,OLD,20171962,킬러의 보디가드,319312600,40073,333,1522,20170907
2493,4,OLD,20162869,택시운전사,139546500,19589,498,1380,20170907
2494,5,OLD,20162442,청년경찰,131450600,18568,503,1541,20170907
2495,6,NEW,20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,65878600,9446,169,266,20170907
2496,7,OLD,20158047,발레리안: 천 개 행성의 도시,63275600,8707,401,924,20170907
2497,8,OLD,20171923,저수지 게임,60946600,8196,257,465,20170907
2498,9,OLD,20170268,매혹당한 사람들,39662300,5594,391,789,20170907
2499,10,OLD,20179187,공범자들,24215400,3356,155,258,20170907
2500,1,OLD,20154909,살인자의 기억법,1562505167,187986,989,4724,20170908
2501,2,OLD,20179696,그것,859264819,100066,804,3279,20170908
2502,3,OLD,20171962,킬러의 보디가드,503150300,58037,344,1607,20170908
2503,4,OLD,20162869,택시운전사,165784100,20760,511,1378,20170908
2504,5,OLD,20162442,청년경찰,159048200,19545,513,1553,20170908
2505,6,OLD,20158047,발레리안: 천 개 행성의 도시,88946700,10886,411,891,20170908
2506,7,OLD,20170268,매혹당한 사람들,52251900,6496,395,759,20170908
