,rank,rankOldAndNew,movieCd,movieNm,salesAmt,audiCnt,scrnCnt,showCnt,targetDate
1891,2,OLD,20178982,박열,958855700,118132,686,2775,20170709
1892,3,OLD,20166967,트랜스포머: 최후의 기사,214510100,27613,394,814,20170709
1893,4,OLD,20158485,옥자,146034000,19186,97,300,20170709
1894,5,OLD,20176961,지랄발광 17세,42838900,5270,110,261,20170709
1895,6,OLD,20176741,꼬마참새 리차드: 아프리카 원정대,35373600,4641,63,108,20170709
1896,7,OLD,20159647,리얼,34498900,4509,228,315,20170709
1897,8,OLD,20175821,언더더씨,34022000,4294,83,122,20170709
1898,9,OLD,20177202,토마스와 친구들: 수수께끼 해적선과 보물찾기,26564500,4047,114,156,20170709
1899,10,OLD,20178121,부니베어: 로거빅 컴백홈 프로젝트,14915300,2158,102,135,20170709
1900,1,OLD,20167303,스파이더맨: 홈 커밍,1977266100,254624,1761,9331,20170710
1901,2,OLD,20178982,박열,313715800,43647,691,2941,20170710
1902,3,OLD,20166967,트랜스포머: 최후의 기사,45718400,6203,371,848,20170710
1903,4,OLD,20158485,옥자,42437500,5864,83,256,20170710
1904,5,NEW,20162869,택시운전사,25236000,4036,8,12,20170710
1905,6,OLD,20159647,리얼,18284900,2562,271,393,20170710
1906,7,OLD,20176961,지랄발광 17세,18528000,2471,111,280,20170710
1907,8,OLD,20176102,그 후,8781000,1246,147,243,20170710
1908,9,OLD,20020186,헤드윅,6293000,866,55,92,20170710
1909,10,OLD,20174602,노무현입니다,5739700,856,60,94,20170710
1910,1,OLD,20167303,스파이더맨: 홈 커밍,2051712700,267167,1797,9249,20170711
1911,2,OLD,20178982,박열,322814100,45160,710,2904,20170711
1912,3,OLD,20162869,택시운전사,102167000,16990,83,89,20170711
1913,4,OLD,20158485,옥자,50751600,6969,93,270,20170711
1914,5,OLD,20166967,트랜스포머: 최후의 기사,49794500,6793,382,863,20170711
1915,6,OLD,20081056,다크 나이트,28924500,3701,32,32,20170711
1916,7,OLD,20176961,지랄발광 17세,21480000,2869,115,271,20170711
1917,8,OLD,20159647,리얼,18665800,2693,260,377,20170711
1918,9,OLD,20177761,오즈: 신기한 마법가루,11252000,1544,13,13,20170711
1919,10,OLD,20176102,그 후,9949400,1431,138,229,20170711
1920,1,OLD,20167303,스파이더맨: 홈 커밍,1644824300,215812,1705,8859,20170712
1921,2,OLD,20178982,박열,275712300,39140,653,2601,20170712
1922,3,OLD,20177501,플립,105250200,14315,186,634,20170712
1923,4,OLD,20174801,내 사랑,82833300,11526,175,591,20170712
1924,5,OLD,20081056,다크 나이트,64369900,8474,126,399,20170712
1925,6,OLD,20159647,리얼,34511500,6373,182,243,20170712
1926,7,OLD,20158485,옥자,42848400,5949,92,257,20170712
1927,8,OLD,20162869,택시운전사,28710000,4785,23,23,20170712
1928,9,OLD,20166967,트랜스포머: 최후의 기사,31423600,4360,293,615,20170712
1929,10,OLD,20176961,지랄발광 17세,10065500,1375,79,148,20170712
1930,1,OLD,20167303,스파이더맨: 홈 커밍,1403485100,183923,1668,8446,20170713
1931,2,OLD,20178982,박열,250446100,35493,594,2139,20170713
1932,3,NEW,20175522,카3: 새로운 도전,113212200,17037,530,1181,20170713
1933,4,OLD,20177501,플립,120472500,16339,205,632,20170713
1934,5,OLD,20174801,내 사랑,87828600,12104,191,602,20170713
1935,6,OLD,20176562,예수는 역사다,53225900,7960,197,293,20170713
1936,7,OLD,20081056,다크 나이트,59904600,7767,132,389,20170713
1937,8,OLD,20158485,옥자,34205500,4635,86,234,20170713
1938,9,NEW,20179245,판타스틱 단편 걸작선 1,24000000,4000,3,20,20170713
1939,10,OLD,20162869,택시운전사,21990000,3613,19,19,20170713
1940,1,OLD,20167303,스파이더맨: 홈 커밍,2143060542,256830,1700,8751,20170714
1941,2,OLD,20178982,박열,354964342,45994,630,2223,20170714
1942,3,OLD,20177501,플립,180557400,21784,227,733,20170714
1943,4,OLD,20175522,카3: 새로운 도전,134365558,18730,553,1190,20170714
1944,5,OLD,20174801,내 사랑,111573800,13898,210,625,20170714
1945,6,OLD,20081056,다크 나이트,84250400,9853,146,424,20170714
1946,7,OLD,20176562,예수는 역사다,56594600,7670,205,306,20170714
1947,8,OLD,20158485,옥자,49113500,6559,89,242,20170714
1948,9,OLD,20162869,택시운전사,31077000,5003,27,28,20170714
1949,10,OLD,20166967,트랜스포머: 최후의 기사,31695300,4027,212,328,20170714
1950,1,OLD,20167303,스파이더맨: 홈 커밍,5301827757,632067,1781,9257,20170715
1951,2,OLD,20175522,카3: 새로운 도전,948461043,126361,800,2178,20170715
1952,3,OLD,20178982,박열,688937257,85482,638,2025,20170715
1953,4,OLD,20177501,플립,352230100,41661,249,873,20170715
1954,5,OLD,20174801,내 사랑,184449700,22392,232,562,20170715
1955,6,OLD,20081056,다크 나이트,150444300,17225,153,382,20170715
1956,7,OLD,20158485,옥자,99951000,12912,93,265,20170715
1957,8,OLD,20176562,예수는 역사다,91003100,11823,199,297,20170715
1958,9,OLD,20166967,트랜스포머: 최후의 기사,69804900,8824,203,312,20170715
1959,10,OLD,20161872,너의 이름은.,31218600,4049,198,289,20170715
1960,1,OLD,20167303,스파이더맨: 홈 커밍,4416140150,528457,1762,8901,20170716
1961,2,OLD,20175522,카3: 새로운 도전,922140200,121870,798,2163,20170716
1962,3,OLD,20178982,박열,607606300,75059,620,1948,20170716
1963,4,OLD,20177501,플립,334341000,39542,248,864,20170716
1964,5,OLD,20174801,내 사랑,172569000,20771,233,552,20170716
1965,6,OLD,20176562,예수는 역사다,109627200,14274,217,316,20170716
1966,7,OLD,20081056,다크 나이트,118372600,13845,151,356,20170716
1967,8,OLD,20158485,옥자,79610900,10419,93,257,20170716
1968,9,OLD,20166967,트랜스포머: 최후의 기사,58387900,7394,191,292,20170716
1969,10,OLD,20179245,판타스틱 단편 걸작선 1,30000000,5000,3,24,20170716
1970,1,OLD,20167303,스파이더맨: 홈 커밍,958471900,124148,1600,8068,20170717
1971,2,OLD,20178982,박열,200598000,27965,577,2100,20170717
1972,3,OLD,20177501,플립,141227500,18975,200,895,20170717
1973,4,OLD,20174801,내 사랑,100272500,13411,204,687,20170717
1974,5,OLD,20175522,카3: 새로운 도전,66649000,9753,488,1080,20170717
1975,6,OLD,20176562,예수는 역사다,61085800,8679,204,364,20170717
1976,7,OLD,20081056,다크 나이트,46705400,5872,143,413,20170717
1977,8,OLD,20179245,판타스틱 단편 걸작선 1,30000000,5000,3,24,20170717
1978,9,OLD,20158485,옥자,25662400,3487,75,211,20170717
1979,10,NEW,20162869,택시운전사,20363000,3125,18,19,20170717
1980,1,OLD,20167303,스파이더맨: 홈 커밍,853658600,111280,1617,7934,20170718
1981,2,OLD,20178982,박열,185874100,26207,602,2074,20170718
1982,3,OLD,20177501,플립,144710700,19596,219,923,20170718
1983,4,OLD,20174801,내 사랑,103418400,13867,210,682,20170718
1984,5,OLD,20162869,택시운전사,79896000,12873,73,75,20170718
1985,6,OLD,20175522,카3: 새로운 도전,67338000,10271,504,1050,20170718
1986,7,OLD,20176562,예수는 역사다,62521900,9120,210,371,20170718
1987,8,OLD,20081056,다크 나이트,39560200,5058,142,392,20170718
1988,9,OLD,20179245,판타스틱 단편 걸작선 1,24000000,4000,3,20,20170718
1989,10,OLD,20158485,옥자,24137200,3336,78,214,20170718
1990,1,OLD,20167303,스파이더맨: 홈 커밍,791554400,103671,1472,7229,20170719
1991,2,OLD,20177181,47 미터,535406300,72116,542,1914,20170719
1992,3,OLD,20178982,박열,165207000,23249,557,1847,20170719
1993,4,OLD,20177501,플립,133653900,18094,215,962,20170719
1994,5,OLD,20174801,내 사랑,93991600,12746,212,652,20170719
1995,6,OLD,20175522,카3: 새로운 도전,63700100,9795,441,837,20170719
1996,7,OLD,20176562,예수는 역사다,49936800,7465,193,336,20170719
1997,8,OLD,20162869,택시운전사,42246000,6420,45,45,20170719
1998,9,OLD,20176781,내가 죽기 전에 가장 듣고 싶은 말,44130700,6015,151,505,20170719
1999,10,OLD,20158485,옥자,28440000,4169,83,214,20170719
2000,1,OLD,20164621,덩케르크,1776036300,224242,1252,7554,20170720
2001,2,OLD,20167303,스파이더맨: 홈 커밍,595059400,79499,895,3744,20170720
2002,3,OLD,20177181,47 미터,470758900,62644,605,1894,20170720
2003,4,OLD,20177501,플립,96692400,13054,179,670,20170720
2004,5,OLD,20178982,박열,76589300,11184,389,832,20170720
2005,6,OLD,20177701,위시 어폰,73346000,9819,264,529,20170720
2006,7,OLD,20174801,내 사랑,64140100,8560,180,422,20170720
2007,8,NEW,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,59775600,8423,304,376,20170720
2008,9,OLD,20176562,예수는 역사다,44938000,6988,129,194,20170720
2009,10,OLD,20175522,카3: 새로운 도전,42962500,6815,312,463,20170720
2010,1,OLD,20164621,덩케르크,2173063468,248042,1245,7569,20170721
2011,2,OLD,20167303,스파이더맨: 홈 커밍,941842632,113462,897,3834,20170721
2012,3,OLD,20177181,47 미터,633263832,77370,701,2299,20170721
2013,4,OLD,20177501,플립,143176700,17354,194,702,20170721
2014,5,OLD,20178982,박열,88706400,11516,385,793,20170721
2015,6,OLD,20177701,위시 어폰,88431600,10966,277,549,20170721
2016,7,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,78042800,10089,325,414,20170721
2017,8,OLD,20174801,내 사랑,80664100,9638,187,426,20170721
2018,9,OLD,20175522,카3: 새로운 도전,65248900,9187,354,530,20170721
2019,10,OLD,20176562,예수는 역사다,46681900,6347,128,197,20170721
2020,1,OLD,20164621,덩케르크,4031277775,460182,1207,7330,20170722
2021,2,OLD,20167303,스파이더맨: 홈 커밍,1880483025,225365,918,3841,20170722
2022,3,OLD,20177181,47 미터,979835825,116795,733,2699,20170722
2023,4,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,406629400,54480,430,737,20170722
2024,5,OLD,20175522,카3: 새로운 도전,360646600,47606,538,1086,20170722
2025,6,OLD,20177501,플립,204210600,24055,211,722,20170722
2026,7,OLD,20177761,오즈: 신기한 마법가루,149925700,19926,335,473,20170722
2027,8,OLD,20178982,박열,116492300,14396,334,611,20170722
2028,9,OLD,20174801,내 사랑,113516800,13353,173,376,20170722
2029,10,OLD,20177701,위시 어폰,88139000,10708,279,516,20170722
2030,1,OLD,20164621,덩케르크,3602600500,411132,1181,7026,20170723
2031,2,OLD,20167303,스파이더맨: 홈 커밍,1628030050,195009,914,3753,20170723
2032,3,OLD,20177181,47 미터,908432100,107567,711,2617,20170723
2033,4,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,486617500,63909,547,943,20170723
2034,5,OLD,20175522,카3: 새로운 도전,385921100,50155,525,1025,20170723
2035,6,OLD,20177501,플립,188593300,22165,209,705,20170723
2036,7,OLD,20177761,오즈: 신기한 마법가루,155033100,20130,343,487,20170723
2037,8,OLD,20178982,박열,98425800,12139,325,575,20170723
2038,9,OLD,20174801,내 사랑,100573500,11616,172,364,20170723
2039,10,OLD,20176562,예수는 역사다,84167200,10969,139,210,20170723
2040,1,OLD,20164621,덩케르크,1229508100,154426,1135,6783,20170724
2041,2,OLD,20167303,스파이더맨: 홈 커밍,471231900,62945,876,3606,20170724
2042,3,OLD,20177181,47 미터,333140000,43729,622,2597,20170724
2043,4,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,100340900,14407,403,709,20170724
2044,5,OLD,20177501,플립,100357800,13401,181,722,20170724
2045,6,OLD,20175522,카3: 새로운 도전,74175700,10893,381,641,20170724
2046,7,OLD,20174801,내 사랑,58663800,7744,174,412,20170724
2047,8,OLD,20178982,박열,48480200,6788,351,695,20170724
2048,9,OLD,20177701,위시 어폰,45197400,6018,260,524,20170724
2049,10,OLD,20177761,오즈: 신기한 마법가루,40035600,5935,268,364,20170724
2050,1,OLD,20164621,덩케르크,1130024850,141556,1153,6680,20170725
2051,2,OLD,20167303,스파이더맨: 홈 커밍,468059800,62825,879,3611,20170725
2052,3,OLD,20177181,47 미터,299187400,39636,633,2581,20170725
2053,4,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,112622300,16356,414,710,20170725
2054,5,OLD,20177501,플립,99658900,13407,185,724,20170725
2055,6,OLD,20175522,카3: 새로운 도전,80221800,11929,394,643,20170725
2056,7,OLD,20174801,내 사랑,63923100,8491,169,411,20170725
2057,8,OLD,20161481,군함도,69290000,7921,34,35,20170725
2058,9,OLD,20177761,오즈: 신기한 마법가루,47300700,7164,282,382,20170725
2059,10,OLD,20178982,박열,47371100,6838,341,689,20170725
2060,1,OLD,20161481,군함도,6109565800,972161,2027,10182,20170726
2061,2,OLD,20173403,슈퍼배드 3,1210810000,195774,810,2922,20170726
2062,3,OLD,20164621,덩케르크,698540000,97068,628,2181,20170726
2063,4,OLD,20167303,스파이더맨: 홈 커밍,176787300,28732,429,785,20170726
2064,5,OLD,20177181,47 미터,81798800,13314,364,622,20170726
2065,6,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,58899300,8784,227,308,20170726
2066,7,OLD,20177501,플립,44450300,7187,113,250,20170726
2067,8,OLD,20174801,내 사랑,27205200,4137,83,147,20170726
2068,9,NEW,20178646,송 투 송,24039800,3906,86,147,20170726
2069,10,OLD,20175522,카3: 새로운 도전,19468900,3111,82,92,20170726
2070,1,OLD,20161481,군함도,4121166500,559467,1962,10219,20170727
2071,2,OLD,20173403,슈퍼배드 3,1212403800,175856,812,3129,20170727
2072,3,OLD,20164621,덩케르크,598773500,70612,619,2125,20170727
2073,4,OLD,20167303,스파이더맨: 홈 커밍,161682200,22024,410,760,20170727
2074,5,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,75690900,11208,215,294,20170727
2075,6,OLD,20177181,47 미터,59752300,8153,355,592,20170727
2076,7,OLD,20162869,택시운전사,58249000,6513,32,32,20170727
2077,8,OLD,20177501,플립,44949700,6056,115,256,20170727
2078,9,OLD,20174801,내 사랑,29230100,4620,82,135,20170727
2079,10,NEW,20162442,청년경찰,32794000,4025,22,23,20170727
2080,1,OLD,20161481,군함도,4811934126,582364,1989,10514,20170728
2081,2,OLD,20173403,슈퍼배드 3,1489680208,195260,875,3416,20170728
2082,3,OLD,20164621,덩케르크,833928326,88910,602,2049,20170728
2083,4,OLD,20167303,스파이더맨: 홈 커밍,204813566,25030,421,727,20170728
2084,5,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,86684300,11744,226,308,20170728
2085,6,OLD,20177181,47 미터,72326100,8849,339,545,20170728
2086,7,OLD,20177501,플립,54539600,6512,117,251,20170728
2087,8,OLD,20174801,내 사랑,34923425,5531,86,140,20170728
2088,9,OLD,20175522,카3: 새로운 도전,20511500,2634,67,79,20170728
2089,10,OLD,20176562,예수는 역사다,19330100,2491,62,78,20170728
2090,1,OLD,20161481,군함도,8437357914,1016790,2020,10815,20170729
2091,2,OLD,20173403,슈퍼배드 3,2649074712,340504,1029,4087,20170729
2092,3,OLD,20164621,덩케르크,1322267914,142131,634,1824,20170729
2093,4,OLD,20167303,스파이더맨: 홈 커밍,308486974,37683,414,643,20170729
2094,5,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,135634100,18582,235,333,20170729
2095,6,OLD,20177181,47 미터,79789600,9800,308,428,20170729
2096,7,OLD,20174801,내 사랑,51266500,7780,76,137,20170729
2097,8,OLD,20177501,플립,62090000,7403,125,214,20170729
2098,9,OLD,20175522,카3: 새로운 도전,37442800,4993,77,95,20170729
2099,10,OLD,20176562,예수는 역사다,24211400,3175,61,71,20170729
2100,1,OLD,20161481,군함도,7612135400,917669,1986,10361,20170730
2101,2,OLD,20173403,슈퍼배드 3,2491186000,317075,1057,4243,20170730
2102,3,OLD,20164621,덩케르크,1254698200,135170,664,1874,20170730
2103,4,OLD,20167303,스파이더맨: 홈 커밍,308145100,37500,425,697,20170730
2104,5,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,134426500,18076,237,330,20170730
2105,6,OLD,20177181,47 미터,76690100,9441,318,432,20170730
2106,7,OLD,20177501,플립,57810500,6835,123,214,20170730
2107,8,OLD,20174801,내 사랑,44307900,6753,75,130,20170730
2108,9,OLD,20176562,예수는 역사다,39124100,5331,70,83,20170730
2109,10,OLD,20175522,카3: 새로운 도전,33211200,4340,72,87,20170730
2110,1,OLD,20161481,군함도,3478438000,468140,1841,9730,20170731
2111,2,OLD,20173403,슈퍼배드 3,1844542100,264090,950,4021,20170731
2112,3,OLD,20164621,덩케르크,810512700,96408,669,2067,20170731
2113,4,OLD,20167303,스파이더맨: 홈 커밍,263303300,35402,490,877,20170731
2114,5,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,119845700,17774,241,345,20170731
2115,6,OLD,20177181,47 미터,57587400,7760,318,471,20170731
2116,7,OLD,20174801,내 사랑,40170300,6312,80,163,20170731
2117,7,OLD,20177501,플립,46880600,6312,120,238,20170731
2118,9,OLD,20175522,카3: 새로운 도전,25383200,3708,70,81,20170731
2119,10,OLD,20176562,예수는 역사다,23301300,3370,62,80,20170731
2120,1,OLD,20161481,군함도,2967903300,402094,1848,9518,20170801
2121,2,OLD,20173403,슈퍼배드 3,1687174300,242820,997,4159,20170801
2122,3,OLD,20164621,덩케르크,755057300,89585,691,2122,20170801
2123,4,OLD,20167303,스파이더맨: 홈 커밍,252998700,34024,497,893,20170801
2124,5,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,130169300,19491,263,375,20170801
2125,6,OLD,20174801,내 사랑,48192200,7810,99,181,20170801
2126,7,OLD,20177181,47 미터,54030100,7384,323,473,20170801
2127,8,OLD,20177501,플립,44442000,5927,124,246,20170801
2128,9,OLD,20175522,카3: 새로운 도전,26302900,3893,74,89,20170801
2129,10,OLD,20162442,청년경찰,28296000,3537,18,18,20170801
2130,1,NEW,20162869,택시운전사,5116354700,698088,1446,7068,20170802
2131,2,OLD,20161481,군함도,1826982300,248200,1109,4924,20170802
2132,3,OLD,20173403,슈퍼배드 3,1307515600,189977,844,2986,20170802
2133,4,OLD,20170124,명탐정 코난:진홍의 연가,645190000,94241,546,1129,20170802
2134,5,OLD,20164621,덩케르크,371246800,40643,438,951,20170802
2135,6,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,55231300,8308,123,145,20170802
2136,7,OLD,20167303,스파이더맨: 홈 커밍,60191300,8123,117,187,20170802
2137,8,NEW,20179186,이모티: 더 무비,46349500,6710,126,264,20170802
2138,9,OLD,20174801,내 사랑,30126500,4733,59,136,20170802
2139,10,NEW,20161081,애나벨 : 인형의 주인,24408000,3051,9,10,20170802
2140,1,OLD,20162869,택시운전사,4825521000,651779,1553,7293,20170803
2141,2,OLD,20161481,군함도,1462878500,199203,1075,4628,20170803
2142,3,OLD,20173403,슈퍼배드 3,1087898100,158155,859,2955,20170803
2143,4,OLD,20170124,명탐정 코난:진홍의 연가,374427600,54243,582,1198,20170803
2144,5,OLD,20164621,덩케르크,344822200,37230,432,909,20170803
2145,6,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,48053000,7209,120,141,20170803
2146,7,OLD,20167303,스파이더맨: 홈 커밍,52714100,7051,116,189,20170803
2147,8,OLD,20179186,이모티: 더 무비,40854800,5963,134,258,20170803
2148,9,OLD,20174801,내 사랑,26070800,4172,62,120,20170803
2149,10,OLD,20178762,파리로 가는 길,29270800,4001,79,114,20170803
2150,1,OLD,20162869,택시운전사,5809978335,707113,1677,7850,20170804
2151,2,OLD,20161481,군함도,1539234185,187684,1018,4273,20170804
2152,3,OLD,20173403,슈퍼배드 3,1094030795,143904,884,3012,20170804
2153,4,OLD,20170124,명탐정 코난:진홍의 연가,326395300,42806,557,1162,20170804
2154,5,OLD,20164621,덩케르크,421078720,41859,430,916,20170804
2155,6,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,54087300,7177,132,158,20170804
2156,7,OLD,20167303,스파이더맨: 홈 커밍,59579600,7144,116,192,20170804
2157,8,OLD,20179186,이모티: 더 무비,38676000,5070,127,240,20170804
2158,9,OLD,20178762,파리로 가는 길,37277900,4559,79,116,20170804
2159,10,OLD,20174801,내 사랑,27154800,4167,60,118,20170804
2160,1,OLD,20162869,택시운전사,9280365401,1123443,1827,8699,20170805
2161,2,OLD,20161481,군함도,2245544801,270522,957,3704,20170805
2162,3,OLD,20173403,슈퍼배드 3,1590623404,203999,914,3101,20170805
2163,4,OLD,20170124,명탐정 코난:진홍의 연가,477159000,62418,521,1096,20170805
2164,5,OLD,20164621,덩케르크,580765395,58495,416,865,20170805
2165,6,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,74059100,9920,142,186,20170805
2166,7,OLD,20167303,스파이더맨: 홈 커밍,80729400,9586,120,189,20170805
2167,8,OLD,20174801,내 사랑,41892100,6364,59,124,20170805
2168,9,OLD,20178762,파리로 가는 길,50002000,5942,76,111,20170805
2169,10,OLD,20179186,이모티: 더 무비,38098100,4941,133,202,20170805
2170,1,OLD,20162869,택시운전사,9039743900,1093911,1906,8929,20170806
2171,2,OLD,20161481,군함도,1945448300,234726,922,3432,20170806
2172,3,OLD,20173403,슈퍼배드 3,1468188900,187543,880,2928,20170806
2173,4,OLD,20170124,명탐정 코난:진홍의 연가,424340500,55506,510,1027,20170806
2174,5,OLD,20164621,덩케르크,502487800,50096,412,834,20170806
2175,6,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,73380400,9659,139,184,20170806
2176,7,OLD,20167303,스파이더맨: 홈 커밍,62509700,7437,116,187,20170806
2177,8,OLD,20174801,내 사랑,37645900,5739,61,120,20170806
2178,9,OLD,20178762,파리로 가는 길,45867900,5490,74,108,20170806
2179,10,OLD,20179186,이모티: 더 무비,42174000,5415,120,189,20170806
2180,1,OLD,20162869,택시운전사,4175562100,562755,1745,8569,20170807
2181,2,OLD,20161481,군함도,721420900,98728,876,3405,20170807
2182,3,OLD,20173403,슈퍼배드 3,522214300,75133,785,2667,20170807
2183,4,OLD,20164621,덩케르크,254057200,27298,413,891,20170807
2184,5,OLD,20170124,명탐정 코난:진홍의 연가,173505800,24919,445,937,20170807
2185,6,OLD,20167303,스파이더맨: 홈 커밍,33353000,4430,126,209,20170807
2186,7,OLD,20178762,파리로 가는 길,31966800,4409,71,128,20170807
2187,8,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,29757500,4361,133,181,20170807
2188,9,OLD,20162442,청년경찰,34522900,4213,19,19,20170807
2189,10,OLD,20174801,내 사랑,24166500,3827,56,121,20170807
2190,1,OLD,20162869,택시운전사,3571801800,484078,1753,8632,20170808
2191,2,OLD,20161481,군함도,609107300,84579,857,3355,20170808
2192,3,OLD,20173403,슈퍼배드 3,518162600,75391,783,2621,20170808
2193,4,OLD,20164621,덩케르크,260676100,28156,433,934,20170808
2194,5,OLD,20170124,명탐정 코난:진홍의 연가,171625000,24796,456,933,20170808
2195,6,OLD,20178762,파리로 가는 길,36452600,5008,77,139,20170808
2196,7,OLD,20167303,스파이더맨: 홈 커밍,33650500,4702,121,208,20170808
2197,8,OLD,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,30909800,4528,132,170,20170808
2198,9,OLD,20174801,내 사랑,23638700,3793,58,117,20170808
2199,10,OLD,20179186,이모티: 더 무비,21523500,3182,121,190,20170808
2200,1,OLD,20162869,택시운전사,2979664700,404935,1446,6654,20170809
2201,2,OLD,20162442,청년경찰,2252747600,308298,1102,5954,20170809
2202,3,OLD,20161481,군함도,345296000,47910,632,1662,20170809
2203,4,OLD,20173403,슈퍼배드 3,317278500,46902,567,1403,20170809
2204,5,OLD,20161081,애나벨 : 인형의 주인,185386400,24864,492,778,20170809
2205,6,NEW,20178641,빅풋 주니어,140996300,21379,379,622,20170809
2206,7,OLD,20170124,명탐정 코난:진홍의 연가,89130200,12704,246,359,20170809
2207,8,OLD,20164621,덩케르크,123854100,12309,163,305,20170809
2208,9,OLD,20178762,파리로 가는 길,31503000,4259,60,114,20170809
2209,10,OLD,20174801,내 사랑,20186500,3250,53,112,20170809
2210,1,OLD,20162869,택시운전사,2625161400,355182,1353,6303,20170810
2211,2,OLD,20162442,청년경찰,2042922400,277400,1065,5700,20170810
2212,3,OLD,20161081,애나벨 : 인형의 주인,1145172900,154719,593,2143,20170810
2213,4,OLD,20173403,슈퍼배드 3,272240800,40250,516,1070,20170810
2214,5,OLD,20161481,군함도,276528400,38474,569,1311,20170810
2215,6,OLD,20178641,빅풋 주니어,129934900,19780,388,583,20170810
2216,7,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,110028400,16752,320,461,20170810
2217,8,OLD,20164621,덩케르크,107952500,10111,112,206,20170810
2218,9,OLD,20170124,명탐정 코난:진홍의 연가,58470900,8329,166,209,20170810
2219,10,OLD,20151003,장산범,35115000,4262,19,19,20170810
2220,1,OLD,20162869,택시운전사,3152911028,382042,1356,6436,20170811
2221,2,OLD,20162442,청년경찰,2474991162,304102,1046,5598,20170811
2222,3,OLD,20161081,애나벨 : 인형의 주인,1613551755,197805,742,2459,20170811
2223,4,OLD,20173403,슈퍼배드 3,279458300,38090,531,1049,20170811
2224,5,OLD,20161481,군함도,263021017,33018,538,1218,20170811
2225,6,OLD,20178641,빅풋 주니어,139553200,19853,385,578,20170811
2226,7,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,95735800,13280,330,461,20170811
2227,8,OLD,20164621,덩케르크,128042200,11369,113,220,20170811
2228,9,OLD,20170124,명탐정 코난:진홍의 연가,59447600,7633,166,209,20170811
2229,10,OLD,20178762,파리로 가는 길,34247000,4086,52,105,20170811
2230,1,OLD,20162869,택시운전사,5884901932,706852,1410,6659,20170812
2231,2,OLD,20162442,청년경찰,4234950932,517559,1058,5422,20170812
2232,3,OLD,20161081,애나벨 : 인형의 주인,2314891143,281643,947,2990,20170812
2233,4,OLD,20173403,슈퍼배드 3,529598000,69613,525,1084,20170812
2234,5,OLD,20161481,군함도,359288425,43746,501,961,20170812
2235,6,OLD,20178641,빅풋 주니어,258756300,34977,437,678,20170812
2236,7,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,199746200,27171,351,494,20170812
2237,8,OLD,20164621,덩케르크,203458300,18052,117,211,20170812
2238,9,OLD,20170124,명탐정 코난:진홍의 연가,93201900,12054,169,209,20170812
2239,10,OLD,20178762,파리로 가는 길,48943600,5799,56,104,20170812
2240,1,OLD,20162869,택시운전사,5663326600,680919,1385,6478,20170813
2241,2,OLD,20162442,청년경찰,4144184100,504156,1037,5263,20170813
2242,3,OLD,20161081,애나벨 : 인형의 주인,2258904600,271589,1006,3254,20170813
2243,4,OLD,20173403,슈퍼배드 3,511903700,66581,532,1060,20170813
2244,5,OLD,20161481,군함도,315933900,38889,488,904,20170813
2245,6,OLD,20178641,빅풋 주니어,247169700,32816,430,667,20170813
2246,7,OLD,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,188327100,25252,345,489,20170813
2247,8,OLD,20164621,덩케르크,181369100,15704,106,194,20170813
2248,9,OLD,20170124,명탐정 코난:진홍의 연가,91411100,11789,169,203,20170813
2249,10,OLD,20178762,파리로 가는 길,43638800,5161,58,108,20170813
2250,1,OLD,20162869,택시운전사,3778942050,508734,1291,6259,20170814
2251,2,OLD,20162442,청년경찰,2752137300,372146,1019,5345,20170814
2252,3,OLD,20161081,애나벨 : 인형의 주인,1585329700,210169,922,3456,20170814
2253,4,OLD,20173403,슈퍼배드 3,275970400,40123,505,999,20170814
2254,5,OLD,20161481,군함도,226473400,31555,471,900,20170814
