도서관명,열람좌석수
아이파크1 작은도서관,63
삼호 작은도서관,40
달동 마을문고,6
대현동 마을문고,9
선암동 마을문고,50
삼산동 마을문고,8
신정4동 마을문고,12
무거동 마을문고,24
신정3동 마을문고,8
신정2동 마을문고,30
수암동 마을문고,12
남부도서관,944
월봉도서관,66
옥현어린이도서관,113
신복도서관,210
도산도서관,189
용운도서관,400
갈마도서관,800
가수원도서관,781
둔산도서관,470
서구어린이도서관,150
노은도서관,569
유성도서관,406
진잠도서관,484
구암도서관,317
구즉도서관,372
엑스포도서관,20
신탄진평생학습도서관,1200
송촌평생학습도서관,650
안산평생학습도서관,530
한밭도서관,656
학생교육문화원,801
산성도서관,430
가오도서관,300
판암도서관,80
가양도서관,263
무지개도서관,71
홍도도서관,100
성남도서관,120
자양도서관,104
비산도서관,60
서구영어도서관,14
비원도서관,59
서구어린이도서관,323
내당4동 어린이도서관,12
새마을문고 서구지부,40
서구청 작은도서관,19
비산7동 작은도서관,30
내당2.3동 드림도서관,55
달성토성마을 다락방 작은도서관,21
만평주민도서관,20
마을도서관 햇빛따라,30
옹달샘 작은도서관,16
세토 작은도서관,14
별이난마을도서관,39
중리롯데 작은도서관,16
평리 작은도서관,40
청송군립진보공공도서관,206
경상북도교육청예천도서관,300
연천도서관,67
중앙도서관,129
해운대인문학도서관,299
반여도서관,162
재송어린이도서관,133
작은인문학도서관,167
해운대세계작은도서관,28
소래도서관,150
서창도서관,183
간석3동어린이도서관,80
만수2동어린이도서관,65
부개도서관,209
삼산도서관,204
부평기적의도서관,300
청천도서관,146
갈산도서관,92
부개어린이도서관,70
꿈나무작은도서관,42
샘터도서관,25
희망천작은도서관,26
산곡글향기도서관,30
갈산밀알도서관,23
글마루도서관,60
동수작은도서관,30
민들레작은도서관,30
무지개도서관,0
청개구리어린이도서관,50
신나는여성주의도서관 랄라,80
춤추는달팽이도서관,50
동그라미도서관,40
누리보듬 마을문고,8
옹달샘도서관,40
꿈땅도서관,50
청소년인문학도서관 두잉,50
엘림작은도서관,40
늘푸른도서관,30
해오름작은도서관,20
마을도서관,24
하늘도시교회작은도서관,18
동암비전도서관,40
두드림작은도서관,20
하하작은도서관,20
선일비전영어작은도서관,20
사랑채작은도서관,12
우리동네 작은도서관 도란도란,20
노동자의 작은도서관 사람,20
아이아이도서관,25
행복숲 작은도서관,20
예산군립도서관,240
삽교공공도서관,162
도농도서관,448
와부도서관,411
화도도서관,328
진건도서관,373
평내도서관,451
별내도서관,329
진접도서관,422
진접푸른숲 도서관,549
오남도서관,372
퇴계원도서관,410
별빛도서관,598
태안군립중앙도서관,300
태안군립안면도서관,90
정보과학도서관,540
문원도서관,110
은평구립도서관,958
증산정보도서관,511
응암정보도서관,250
상림마을작은도서관,60
은평뉴타운 도서관,420
구산동 도서관마을,350
내를건너서숲으로도서관,170
은평작은도서관(은평구청 1층),10
녹번만화도서관,10
다섯콩작은도서관,42
어린이도서관 동네북,50
북한산 힐스테이트 1차 솔숲문고,40
은광교회도서관,60
바다의 별 작은도서관,50
비전뜰 도서관,18
다니엘 작은도서관,20
천주교연신내성당 작은도서관,6
고리마루작은도서관(갈현1동 주민센터),18
정임도서관,25
효경골 마을문고(갈현2동 주민센터),20
풍성한 알곡 비전도서관,34
MBL문고,40
청소년도서관 작공,22
무지개영어도서관,16
햇살이 따뜻한 아이마루 작은도서관,40
대조꿈나무어린이도서관,56
대조제일교회 꿈꾸는 작은도서관,40
징검다리 도서관,50
은평문화의집 작은도서관(응암1동 주민센터),50
포수마을 만화도서관,10
응암도서관,30
푸른풀밭 작은도서관,30
응암2동 매바위북카페(응암2동 주민센터),8
꿈샘도서관,16
백련산힐스 작은도서관,22
사랑방 작은도서관,15
복있는교회작은도서관,10
불광천 작은도서관(응암정보도서관 운영),10
서문어린이도서관,50
은평어린이영어도서관(평생학습관 1층),30
역마루 작은도서관(역촌동 주민센터),30
영광영재도서관,50
예뜰도서관,60
꿈꾸는 작은도서관,40
초록길도서관,40
신사어린이도서관,40
즐겨찾기 작은 도서관,18
시루뫼쉼터(증산동 주민센터),3
성산작은도서관,30
서영영어전문작은도서관,10
이아이야작은도서관,20
수색장로교회도서관,19
물빛마을작은도서관,30
수색한숲도서관,15
은평노인종합복지관 작은도서관,20
상림6 작은도서관,20
푸른꿈작은도서관,20
은평뉴타운 5단지 문고,36
모퉁이작은도서관,20
롯데캐슬문고,32
상림책마루작은도서관,35
우물골작은도서관,20
큰꿈작은도서관,30
래미안 푸른숲 도서관,28
두드림 작은도서관,14
종이책갈피 작은도서관,6
푸른작은도서관,25
솔빛도서관,12
샘터작은도서관,12
상림글방,30
책뜰에도서관,60
마고정작은도서관,25
숲속향기 작은도서관,35
지혜누리작은도서관,20
꿈지락작은도서관,50
꿈꾸는i작은도서관,60
산책마을 SH작은도서관,30
나누리작은도서관,30
두근두근작은도서관,30
물푸레작은도서관,35
새자람작은도서관,10
지웰작은도서관,15
화천어린이도서관,40
사내도서관,49
화천교육도서관,44
주암운룡,20
승주꿈꾸는,16
하날다래,35
저전자치,20
삼산푸르미,50
해룡성산,24
대주피오레,30
대주생각나무,42
신원푸른숲,20
별량첨산,10
조례열린,20
장천작은나무,30
호반1차파랑새,40
호반2차꿈꾸는,27
봉화호롱불,35
대주2차푸른솔,16
흑두루미,50
서면배들꿈나래,60
책이랑,16
롯데캐슬나눔,100
두산위브행복,67
글마루(신대1차),23
신이나(신대2차),34
생태회랑(신대3차),40
도담(신대5차),172
메가드림(신대6차),60
라송센트럴카운티,52
그루터기,32
호반베르디움,48
한울타리,45
히어리꽃,30
대광,10
후마니타스,12
나눔의 집,16
풍덕,80
골드,16
리채,22
삼산도서관,460
그림책도서관,175
연향도서관,214
기적의도서관,380
조례호수도서관,135
신대도서관,150
해룡농어촌도서관,38
풍덕글마루도서관,20
신성풀꽃,20
조곡자치,25
생목벽산,41
송촌글마루,30
상사용암,30
동신별빛,30
해룡소안,30
남제자치,30
주암광천,24
서면자치,35
가곡옹달샘,45
해룡호두,15
조례금호,20
우성반딧불,10
매곡자치,20
왕조2자치,24
풍덕금호,15
대대순천만,24
연동대주,60
세종특별자치시교육연구원,84
제천시립도서관,156
의병도서관,10
제천여성도서관,144
봉양도서관,48
기적의도서관,180
여수시립쌍봉도서관,804
여수시립현암도서관,647
여수시립환경도서관,150
여수시립돌산도서관,141
여수시립소라도서관,103
여수시립율촌도서관,338
완주군립중앙도서관,340
완주군립둔산영어도서관,280
완주군립삼례도서관,150
완주군립고산도서관,116
구이모악작은도서관,30
이서배꽃뜰작은도서관,30
이서별마루작은도서관,30
상관기찻길작은도서관,30
화산골작은도서관,30
경천애인작은도서관,30
용꿈작은도서관,30
소양철쭉작은도서관,30
진안공공도서관,201
월담작은도서관,134
주천도서관,33
영월교육도서관,188
고성동부도서관,100
책사랑작은도서관,50
청사도서관,100
노원정보도서관,827
노원어린이도서관,126
월계문화정보도서관,370
상계문화정보도서관,406
화랑도서관,213
꿈꾸는작은도서관,14
달내작은도서관,18
한내도서관,16
도란도란작은도서관,18
책이랑친구랑작은도서관,8
가재울작은도서관,15
열린작은도서관,4
책누리작은도서관,25
하늘작은도서관,38
중계사랑북카페,30
푸른숲작은도서관,6
파랑새작은도서관,36
수락작은도서관,39
해솔작은도서관,12
반디작은도서관,10
한울작은도서관,20
가온작은도서관,11
노원문화원,34
메아리작은도서관,14
상계숲속작은도서관,60
초안산숲속작은도서관,50
책사랑북카페,46
한경도서관,124
조천읍도서관,155
애월도서관,1280
탐라도서관,1280
제주시기적의도서관,150
우당도서관,2126
이천시립도서관,580
이천시립청미도서관,490
이천시립어린이도서관,280
이천시립효양도서관,550
이천시립마장도서관,184
제주도서관,515
서귀포학생문화원도서관,275
동녘도서관,155
송악도서관,174
제남도서관,176
한수풀도서관,181
양산시립도서관,1317
웅상도서관,1200
양산영어도서관,318
상북어린이도서관,80
고맙습니다물구나무작은도서관,50
순지작은도서관,60
황전새마을작은도서관,45
양산종합사회복지관 행복한작은도서관,8
백년가약작은도서관,84
반도유보라새마을 작은도서관,42
글마루작은도서관,25
우남작은도서관,46
휴먼빌둥지작은도서관,30
에버빌작은도서관,42
비바패밀리작은도서관,41
양산여성회동무동무씨동무 작은도서관,32
우미마을작은도서관,49
대방작은도서관,92
꿈을찾는아이들작은도서관,49
행복작은도서관,46
동일숲속작은도서관,43
반도4차작은도서관,52
가촌휴먼시아작은도서관,25
바람꽃작은도서관,30
극동작은도서관,26
글고은작은도서관,35
양산타워작은도서관,85
강변마을작은도서관,55
이편한마을작은도서관,50
대동아파트작은도서관,42
e- 편한작은도서관,42
청어람아파트새마을문고,52
책사랑작은도서관,30
동원로얄듀크작은도서관,45
디딤돌작은도서관,60
쌍용하늘 작은도서관,30
경남아너스빌작은도서관,48
신기주공작은도서관,47
꿈터 작은도서관,48
우방아이유쉘작은도서관,44
미라주글사랑작은도서관,24
대석햇살작은도서관,20
옹달샘작은도서관,35
우리동네작은도서관,17
대동이미지작은도서관,46
웅상푸르지오작은도서관,48
한내들작은도서관,43
화성파크드림작은도서관,45
봉우별떨기작은도서관,45
한일양지뜸작은도서관,48
삼성한마음작은도서관,42
코아루 작은도서관,50
동글이작은도서관,44
다숲작은도서관,38
천성리버작은도서관,32
웅상신원아침도시작은도서관,24
소주동작은도서관,42
웅상종합사회복지관꿈마루작은도서관,30
동원비스타마을작은도서관,18
양우센트럴작은도서관,26
아이비북스작은도서관,24
청라호수도서관,783
미추홀도서관,1259
청라국제도서관,237
영종하늘도서관,408
수봉도서관,451
영종도서관,257
율목도서관,330
성내도서관,0
해공도서관,72
강일도서관,96
암사도서관,108
천호도서관,0
대구광역시립중앙도서관,1392
대구광역시립동부도서관,708
대구광역시립서부도서관,1439
대구광역시립남부도서관,618
대구광역시립수성도서관,745
대구광역시립두류도서관,727
연봉도서관,232
백령도서관,34
대청도서관,50
영흥도서관,92
연평도서관,30
수비면 작은도서관,6
입암면 작은도서관,23
영양공공도서관,367
푸른누리작은도서관,60
다모아작은도서관,13
감천횃불작은도서관,20
다대도서관,252
회화나무작은도서관,80
까치마을작은도서관,24
오작교작은도서관,77
마하골길벗작은도서관,65
당리작은도서관,55
노을나루길작은도서관,60
동매누리작은도서관,68
꿈꾸는작은도서관,20
무지개작은도서관,48
두송작은도서관,70
하단꿈길작은도서관,62
낫개작은도서관,129
수풀작은도서관,71
구평예들작은도서관,64
학나래도서관,96
독정골어린이도서관,38
복사꽃어린이도서관,25
석바위어린이도서관,35
관교어린이도서관,45
숭의어린이도서관,50
쑥골어린이도서관,50
한우리어린이도서관,24
소금꽃어린이도서관,25
장사래어린이도서관,50
이랑도서관,65
제물포도서관,12
용비도서관,120
담양공공도서관,550
강의리새마을문고,20
담빛길작은도서관,12
대덕문고,80
드림작은도서관,8
병풍리파랑새작은도서관,11
호랑이와곶감그림책도서관,30
대구시립중앙도서관,1169
대구광역시립대봉도서관,678
대구광역시립중앙도서관달성분관,56
2.28민주운동 기념회관,189
대구시청작은도서관,54
중구청 교양정보실,8
중구청소년문화의집 작은도서관,8
남산4동작은도서관,12
동인 느티나무 도서관,40
대구 중구 영어도서관,20
대신동 작은도서관,25
삼덕마루,30
중구노인복지관도서관,22
성지문고,70
남산그린 새마을문고,30
남산휴먼시아 1단지 주민문고,6
남산기독교종합사회복지관 작은도서관,40
남산휴먼시아 2단지 마을도서관,35
남산다락골 작은도서관,34
공감 작은도서관,30
고맙습니다 이삭 작은도서관,24
동네작은도서관,20
잔치작은도서관,30
서문시장작은도서관,20
선으로 가는 선 서예 작은도서관,22
길을 찾는 작은도서관,12
재건도서관,15
작은도서관 에듀공감,20
주산도서관,113
죽정도서관,182
대천항작은도서관,20
오천작은도서관,28
중앙도서관,298
문화의전당작은도서관,24
충남도서관,869
대전효문화진흥원 효문화정보실,20
말하는 영어도서관,20
남대전푸른문고,30
목동어린이도서관,24
대전다문화아동센터 도서관,40
복된문고,30
글마루도서관,24
깊은산속 옹달샘,35
푸른솔문고,18
하하호호 어린이도서관,18
짝꿍마을어린이도서관,6
금호새마을문고,15
어린이책 읽새 골목길 작은도서관,30
청춘 책방 ''''''''책 한그릇'''''''',20
중촌마을어린이도서관''''''''짜장'''''''',25
해바라기문고,15
사랑의 문고,25
오류동 삼성아파트도서관,26
센트럴파크2단지문고,16
성락작은도서관,18
꾸러기 도서관,10
한마음문고,25
유천어린이도서관,20
주안문고,12
성민도서관,50
문창비젼문고,10
새마음 작은도서관,28
대전점자도서관,30
열두광주리어린이도서관,25
대전문화 별찌작은도서관,18
늘푸른도서관,30
알짬마을도서관,20
맑은샘도서관(문화2동마을문고),24
문화1동마을문고,15
버드내작은도서관(유천2동마을문고),14
태평1동 마을문고,20
오류동마을문고,20
용두동 마을문고,22
부사동 마을문고,20
돌다리작은도서관(석교동마을문고),15
대흥마을문고,9
중촌동마을문고,6
목동 마을문고,56
은행선화동마을문고,20
한마음작은도서관,90
산성마을문고,30
대전영어도서관,38
문창동마을문고,10
한빛작은도서관,30
중앙도서관,447
매곡도서관,220
기적의도서관,172
농소1동도서관,188
농소3동도서관,256
염포양정도서관,160
명촌어린이도서관,136
홍성군글마루작은도서관,28
광천공공도서관,132
형설지공군립도서관,134
영동인터넷고등학교 도서관,24
황간고등학교월류문화센터,20
학마을 글샘터,48
상촌중학교 학습정보실,26
책드림도서관,54
용문중학교 도서관,36
황간중학교 도서관,36
심천중학교 도서관,36
영신중학교 도서관,36
정수중학교 도서관,20
추풍령중학교도서관,30
구룡초등학교 도담도서관,24
매곡초등학교 매화골 도서관,28
부용초등학교 부용햇살글마을,57
상촌초등학교 도서관,18
양강초등학교도서실,30
양산초등학교 비봉글샘터,28
영동초등학교 도서관,40
용화초등학교,28
이수초등학교도서관,65
초강초등학교 도서관,20
추풍령초등학교학교도서관,50
학산초등학교 도서관,20
황간초등학교 월류글터도서실,16
주곡작은도서관,10
참배움의 집,15
꿈이있는문고,24
황간면청소년공부방,72
구세군양강도서관,30
묵정마을문고,20
학산면청소년공부방,24
꿈이자라는문고,8
심천구세군,30
궁촌작은도서관,8
갈마루작은도서관,30
리즈영어작은도서관,12
어깨동무작은도서관,32
레인보우영동도서관,200
영동도서관,423
유원대학교 도서관,422
영동고등학교 도서관,60
영동산업과학고등학교 도서관,58
세곡도서관,26
대치1작은도서관,24
역삼2동작은도서관,18
신사동작은도서관,6
압구정동작은도서관,9
도곡2동 작은도서관,25
개포4동작은도서관,8
일원본동 작은도서관,6
수서동 작은도서관,12
일원1동 작은도서관,12
도곡정보문화도서관,600
논현도서관,190
정다운도서관,84
청담도서관,114
대치도서관,144
즐거운도서관,94
행복한도서관,142
역삼푸른솔도서관,193
역삼도서관,83
논현정보도서관,22
열린도서관,30
삼성도서관,64
못골도서관,196
못골한옥어린이도서관,68
검암도서관,402
석남도서관,236
검단도서관,369
심곡도서관,189
신석도서관,83
서구도서관,856
청라호수도서관,337
청라국제도서관,142
민들레작은도서관,30
미추홀 작은도서관,15
사랑의 작은도서관 북카페,6
새일꾼 작은도서관,6
서인천월드메르디앙 문고,12
솔지마을 문고,30
수정 작은도서관,12
어질내 문고,20
엑슬루타워 북카페,50
연희주민 문고,20
원당 작은 영어도서관,35
자작나무도서관,20
정다운 도서관,20
조은생각 BOOK CAFE,12
책노리 도서관,17
청라 책나누미 CAFE,30
청소년인문학도서관 느루,40
푸른 도서관,100
푸른샘 어린이도서관,16
푸른숲 작은도서관,20
풀뿌리 미디어 도서관,20
하늘샘 작은도서관,50
한국민들레도서관,60
행복한나라 문고,15
회화나무 도서관,20
힐데스 작은도서관,31
가재울 작은도서관,40
가정골 북카페,30
가정동 작은도서관,24
거북골 작은도서관,6
건지골 마을문고,28
검4랑 꿈도서관,80
검단3동 작은도서관,50
금곡하나아파트 문고,12
꿈꾸는 나무 도서관,30
꿈꾸는 작은도서관,8
꿈나무 작은도서관,25
꿈드림 작은도서관,30
꿈마을 작은도서관,15
꿈빛도서관,20
꿈사랑 작은도서관,40
느티나무 도서관,24
드림파크 어울림 1단지 문고,15
드림하이 작은도서관,26
물푸레 작은도서관,18
청초랑 북카페,50
푸른길 작은도서관,119
5B2F(빠삐뚜엡) 작은도서관,34
행복한 작은도서관,28
다복한작은도서관,10
블루힐도서관,30
베르힐도서관,28
풀잎 작은도서관,42
한울마당 작은도서관,30
남항 작은도서관,32
어울림마당 작은도서관,24
해돋이 작은도서관,20
영선나릿 작은도서관,20
담쟁이 작은도서관,20
찬새미 작은도서관,12
영도구청 도서자료관,20
동일 작은도서관,50
꿈나무 작은도서관,60
홀리조이 작은도서관,8
은혜 작은도서관,50
절영 작은도서관,30
다문화 작은도서관 모두,26
리빙스턴 작은도서관,18
영도도서관,530
영도어린이영어도서관,61
청도어린이도서관,100
청도작은도서관,37
중앙도서관,730
능곡도서관,325
대야도서관,422
군자도서관,195
대야어린이도서관,390
정왕어린이도서관,80
신천도서관,45
매화도서관,75
월곶도서관,129
장곡도서관,125
민들레작은도서관,36
꿈나무작은도서관,43
우리동네작은도서관,41
감나무골작은도서관,36
학미숲작은도서관,40
은행골작은도서관,20
오이도작은도서관,55
함현공원작은도서관,15
늠내골실버작은도서관,36
옥구공원숲속도서관,24
검바위초작은도서관,40
삼립식품작은도서관,36
평안골작은도서관,36
꿈빛작은도서관,27
새재골작은도서관,32
솔숲작은도서관,15
진안도서관,408
비봉작은도서관,31
병점도서관,357
봉담도서관,766
삼괴도서관,192
남양도서관,756
송산도서관,622
태안도서관,342
정남도서관,103
동탄중앙이음터도서관,480
두빛나래어린이도서관,62
둥지나래어린이도서관,82
기아행복마루 작은도서관,30
샘내작은도서관,26
동탄복합문화센터도서관,936
남산타운문화체육센터어린이도서관,65
중구구립신당도서관,130
중구구립도서관,94
손기정정보도서관,25
신장도서관,416
덕풍도서관,170
나룰도서관,575
울주옹기종기도서관,168
울주선바위도서관,418
울주도서관,532
한누리작은도서관,10
동백작은도서관,16
대덕도서관,63
읍성작은도서관,26
느티나무작은도서관,16
작천정작은도서관,28
가지산작은도서관,10
웅촌작은도서관,6
늘푸름작은도서관,16
해오름작은도서관,15
범서작은도서관,12
온양작은도서관,38
책마을작은도서관,30
신가도서관,500
운남어린이도서관,203
이야기꽃도서관,500
장덕도서관,581
송정도서관,604
첨단도서관,200
사직도서관,656
금호평생교육관,949
문화정보도서관,350
푸른길도서관,150
산수도서관,565
계림꿈나무도서관,108
중앙도서관,790
무등도서관,1004
중앙도서관 석봉분관,424
운암도서관,275
일곡도서관,468
학생교육문화회관,696
학생독립운동기념회관,351
상록도서관,238
서구공공도서관,440
어린이생태학습도서관,150
춘천시립도서관,690
시립청소년도서관,653
동내도서관,97
신사우도서관,186
소양도서관,38
남산도서관,76
서면도서관,92
평창군립대화도서관,90
평창군립봉평도서관,75
평창군립진부도서관,95
평창군립대관령도서관,79
꿈여울도서관,25
HAPPY700 용평도서관,40
방림계촌도서관,50
장성공공도서관,1000
송파글마루도서관,414
송파어린이도서관,60
거마도서관,244
소나무언덕1호,38
소나무언덕2호,72
소나무언덕3호,84
소나무언덕4호,45
소나무언덕 잠실본동,63
송파어린이영어,60
돌마리도서관,55
송파위례도서관,140
익산모현도서관,1087
익산마동도서관,968
익산영등도서관,838
익산부송도서관,718
익산황등도서관,100
새마을문고정촌지회(정촌글샘),8
가호동 새마을 작은도서관,10
금산 아이파크 새마을 작은도서관,36
꿈꾸는 도서관,15
동일스위트 혜윰 작은도서관,30
망경한보 도담 작은도서관,30
상대동 새마을 열린도서관,20
상대1동 새마을문고(현대분소),0
상봉동 봉원 새마을작은도서관,6
상봉동 새마을 작은도서관,25
상평동 새마을 작은도서관,24
신안1차주공아파트새마을문고,13
이현 High Class 웰가 새마을문고,64
집현현대 작은도서관,36
푸르미 작은도서관,85
평거동 새마을작은도서관,20
하대1동 새마을작은도서관,16
글샘누리 작은도서관,24
초록에뜰 작은도서관,25
동산 새마을작은도서관,12
하곡인문도서관,30
혁신도시LH8단지 도서관,32
책읽는 푸른마을도서관,40
가좌3 주공 작은 도서관,30
금빛마을 작은 도서관,50
위브 글마루 도서관,74
꿈이있는 도서관,10
꿈아루 도서관,0
주약현대아파트 마을도서관 다락,40
진주여성회 달팽이어린이 도서관,100
참좋은 작은도서관,10
하늘소 작은도서관,0
행복소리 작은도서관,25
착한마음 도서관,10
진주YWCA 다문화작은도서관 ‘단비’,42
핑크드림 도서관,24
동진주 어린이 작은도서관,17
디딤돌 문고,45
제자교회부설 예닮 작은도서관,18
중앙성결 문고,15
초전푸르지오1단지 도서관,25
온새미로도서관,25
조은마음도서관,10
연세 작은도서관,0
미누마루도서관,40
자이 작은도서관,30
빛나는 혁신LH 1단지 도서관,18
경남혁신 꿈꾸는 도서관,24
초전 해모로 루비채 2단지 북카페,50
숲소리 북카페,28
올리움 작은도서관,12
상대한보 작은도서관,0
채움 작은도서관,100
정촌 작은도서관,8
더퀸즈웰가도서관,18
T.L.T작은도서관,10
진주은평도서관,0
새마을문고정촌지회(정촌글샘),8
가호동 새마을 작은도서관,10
금산 아이파크 새마을 작은도서관,36
꿈꾸는 도서관,15
동일스위트 혜윰 작은도서관,30
망경한보 도담 작은도서관,30
상대동 새마을 열린도서관,20
상대1동 새마을문고(현대분소),0
상봉동 봉원 새마을작은도서관,6
상봉동 새마을 작은도서관,25
상평동 새마을 작은도서관,24
신안1차주공아파트새마을문고,13
이현 High Class 웰가 새마을문고,64
집현현대 작은도서관,36
푸르미 작은도서관,85
평거동 새마을작은도서관,20
하대1동 새마을작은도서관,16
글샘누리 작은도서관,24
초록에뜰 작은도서관,25
동산 새마을작은도서관,12
하곡인문도서관,30
혁신도시LH8단지 도서관,32
책읽는 푸른마을도서관,40
가좌3 주공 작은 도서관,30
금빛마을 작은 도서관,50
위브 글마루 도서관,74
꿈이있는 도서관,10
꿈아루 도서관,0
주약현대아파트 마을도서관 다락,40
진주여성회 달팽이어린이 도서관,100
참좋은 작은도서관,10
하늘소 작은도서관,0
행복소리 작은도서관,25
착한마음 도서관,10
진주YWCA 다문화작은도서관 ‘단비’,42
핑크드림 도서관,24
동진주 어린이 작은도서관,17
디딤돌 문고,45
제자교회부설 예닮 작은도서관,18
중앙성결 문고,15
초전푸르지오1단지 도서관,25
온새미로도서관,25
조은마음도서관,10
연세 작은도서관,0
미누마루도서관,40
자이 작은도서관,30
빛나는 혁신LH 1단지 도서관,18
경남혁신 꿈꾸는 도서관,24
초전 해모로 루비채 2단지 북카페,50
숲소리 북카페,28
올리움 작은도서관,12
상대한보 작은도서관,0
채움 작은도서관,100
정촌 작은도서관,8
더퀸즈웰가도서관,18
T.L.T작은도서관,10
진주은평도서관,0
다산도서관,193
자은구영마을도서관,18
임자작은도서관,20
장산작은도서관,15
하의작은도서관,15
Wonderful english 작은도서관,10
도초 작은도서관,25
지도 작은도서관,25
증도 작은도서관,25
흑산자산문화도서관,30
신안군립도서관,88
고성군립간성도서관,154
토성공공도서관,193
선경도서관,584
중앙도서관,461
창룡도서관,494
화서다산도서관,348
호매실도서관,616
한림도서관,453
버드내도서관,550
북수원도서관,809
대추골도서관,500
일월도서관,635
광교홍재도서관,958
태장마루도서관,558
슬기샘어린이도서관,471
지혜샘어린이도서관,516
바른샘어린이도서관,500
영통도서관,825
희망샘도서관,137
사랑샘도서관,63
반달어린이도서관,120
화홍어린이도서관,60
인도래작은도서관,54
서수원도서관,730
한아름도서관,80
매여울도서관,475
광교푸른숲도서관,632
진천군립도서관,372
진천군립광혜원도서관,100
생거진천혁신도시도서관,120
목포시립도서관,961
목포어린이도서관,216
노을도서관,18
행복마을도서관,16
삼학도서관,19
소나무도서관,30
숲속도서관,20
청개구리도서관,40
푸른솔도서관,40
연 꽃도서관,36
초롱초롱도서관,53
무지개도서관,36
반딧불도서관,30
꿈나무도서관,19
옹달샘도서관,35
은하수도서관,56
꿈돌이도서관,60
피터팬작은도서관,18
샛별작은도서관,28
푸른숲작은도서관,30
호돌이작은도서관,20
음성도서관,255
금왕도서관,170
대소도서관,100
감곡도서관,160
고창군립도서관,158
고창군립성호도서관,159
고수해마루작은도서관,13
아산선운산작은도서관,20
대산큰별작은도서관,8
무장글샘작은도서관,10
글마루작은도서관,36
문화정보도서관,350
푸른길도서관,150
청소년도서관,218
경주시립도서관,400
송화도서관,320
중앙도서관,58
감포도서관,12
칠평도서관,130
단석도서관,46
증평군립도서관,601
당진시립중앙도서관,700
당진시립합덕도서관,200
당진시립송악도서관,177
송악샘터작은도서관,50
송악해나루작은도서관,44
고대웃음꽃작은도서관,25
석문생각나무작은도서관,31
대호지책나래작은도서관,50
순성반딧불이작은도서관,34
신평거산작은도서관,40
신평청소년작은도서관,100
송산개미작은도서관,45
원당꿈초롱작은도서관,80
일곡도서관,468
운암도서관,275
꿈나무 작은도서관,18
동림동 작은도서관,32
두암1동 작은도서관,20
새싹을의글방 두암2동 작은도서관,15
고맙습니다. 두암3동 작은도서관,18
매곡동 작은도서관,10
문흥2동 작은도서관,12
삼각동 작은도서관,14
시화문화마을 작은도서관,60
신안동 작은도서관,20
양산동 작은도서관,42
오치1동 꿈나무 작은도서관,30
오치2동 작은도서관,12
용봉 작은도서관,20
운암1동 큰꿈 작은도서관,8
운암2동 작은도서관,7
운암3동 황계 작은도서관,8
중앙동 작은도서관,9
중흥1동 작은도서관,12
징검다리 작은도서관,30
풍향동 작은도서관,50
햇살마루 작은도서관,20
BS작은도서관,16
CUM역사도서관,12
ESR작은도서관,20
가람문고,22
각화문고,15
강변문고,30
개똥벌레어린이도서관,8
광주아름다운작은도서관,20
그리심문고,62
기쁘고즐거운도서관,30
꿈꾸는아이들,10
꿈나무도서관,8
꿈드림작은도서관,24
꿈이있는작은도서관,23
꿈틀어린이작은도서관,25
늘빛작은도서관,28
늘해랑작은도서관,8
늘행복한작은도서관,15
다솜울작은도서관,8
다솜작은도서관,30
도담도담어린이도서관,20
동이트는작은도서관,50
들꽃도서관,50
망월도서관,10
매곡작은도서관,18
모해작은도서관,30
무진교육문화센터문고,12
문산작은도서관,12
문흥골문고,30
바람개비작은도서관,40
밝은마음문고,11
백합작은도서관,22
복지애숲작은도서관,20
북소리작은도서관,15
빛고을두암문고,24
사랑의문고,20
사임당작은도서관,20
새생명작은도서관,20
새에덴작은도서관,25
생각나무숲작은도서관,15
생각나무작은도서관,24
생각놀이터작은도서관,8
생각이크는도서관,20
성산작은도서관,20
세계로문고,50
송운작은도서관,13
신광작은도서관,55
신용작은도서관,30
신원작은도서관문고,30
신일작은도서관,12
아델리움꿈사랑작은도서관,35
아름다운작은도서관,10
앰플작은도서관,12
양산작은도서관,30
어울매작은도서관,20
에덴작은도서관,50
에이스문고,20
여우고개어린이문고,28
연꽃못작은도서관,12
연제신안작은도서관,24
연제큰꿈작은도서관문고,40
예그리나작은도서관,8
예은작은도서관,15
오치세우는작은도서관,40
용봉주공작은도서관,15
우치작은도서관,25
웃음꽃도서관,9
은혜작은도서관,11
임동뜨란채희망도서관,20
임동청소년문고,10
자우리작은도서관,12
자윤작은도서관,6
주민작은도서관,15
주안문고,12
중흥작은도서관,12
참좋은작은도서관,6
참터문고,10
책과벗하는사랑방,33
책돌이도서관,36
책향기작은도서관,15
첨단자이2단지작은도서관,10
청년센터아카이브,16
친환경도서관버스,20
카리타스작은도서관,29
콩세알작은도서관,12
큰꿈도서관문고,40
탈무드작은도서관,30
파랑새작은도서관,27
푸른꿈문고,40
푸른꿈작은도서관,20
푸른샘작은도서관,50
푸른숲작은도서관(삼각),38
푸른숲작은도서관(첨단),52
풍경채작은도서관,40
풍성한작은도서관,30
핑크드림작은도서관,36
하늘사랑작은도서관,15
하늘씨앗작은도서관,30
하백꿈작은도서관,100
한양수자인작은도서관,25
해누리작은도서관,16
행복나무작은도서관,8
현진에버빌작은도서관,40
효령노인복지타운도서관,31
